policy_number,member_id
POL-13540,MEMBER-002371
POL-13540,MEMBER-001194
POL-13540,MEMBER-004855
POL-13540,MEMBER-002888
POL-11323,MEMBER-002314
POL-11323,MEMBER-005071
POL-11323,MEMBER-003657
POL-11323,MEMBER-004776
POL-11323,MEMBER-000738
POL-15748,MEMBER-000877
POL-15748,MEMBER-004261
POL-15748,MEMBER-002084
POL-15748,MEMBER-003053
POL-15748,MEMBER-003396
POL-17005,MEMBER-001563
POL-17005,MEMBER-001188
POL-17005,MEMBER-002140
POL-17005,MEMBER-002799
POL-19895,MEMBER-002642
POL-19895,MEMBER-004394
POL-19895,MEMBER-002150
POL-19895,MEMBER-002451
POL-15160,MEMBER-002294
POL-12752,MEMBER-006349
POL-10256,MEMBER-002141
POL-10256,MEMBER-006885
POL-11244,MEMBER-002298
POL-18511,MEMBER-003781
POL-18511,MEMBER-000603
POL-18511,MEMBER-004616
POL-18511,MEMBER-000512
POL-18511,MEMBER-000408
POL-11111,MEMBER-005552
POL-16815,MEMBER-005020
POL-16815,MEMBER-005762
POL-16815,MEMBER-003478
POL-16815,MEMBER-000710
POL-14753,MEMBER-002975
POL-14753,MEMBER-002906
POL-14753,MEMBER-001521
POL-14753,MEMBER-000319
POL-14753,MEMBER-004115
POL-11008,MEMBER-006606
POL-10791,MEMBER-003945
POL-16119,MEMBER-001102
POL-16119,MEMBER-000622
POL-16119,MEMBER-006772
POL-16119,MEMBER-001097
POL-18065,MEMBER-005746
POL-18065,MEMBER-005310
POL-19009,MEMBER-003857
POL-19009,MEMBER-005731
POL-19009,MEMBER-003724
POL-12293,MEMBER-002515
POL-19179,MEMBER-005997
POL-11663,MEMBER-006986
POL-16792,MEMBER-000351
POL-16792,MEMBER-006620
POL-16792,MEMBER-005894
POL-16792,MEMBER-004719
POL-19262,MEMBER-002945
POL-19262,MEMBER-004638
POL-19262,MEMBER-000863
POL-19262,MEMBER-003157
POL-15472,MEMBER-003400
POL-15472,MEMBER-003745
POL-15472,MEMBER-002727
POL-14635,MEMBER-005778
POL-10114,MEMBER-001296
POL-10114,MEMBER-000503
POL-10114,MEMBER-002028
POL-15166,MEMBER-001616
POL-10801,MEMBER-001709
POL-10801,MEMBER-004277
POL-10801,MEMBER-000264
POL-10801,MEMBER-004888
POL-19035,MEMBER-003252
POL-19035,MEMBER-006229
POL-18751,MEMBER-001587
POL-18751,MEMBER-006339
POL-18751,MEMBER-006674
POL-18751,MEMBER-005315
POL-18751,MEMBER-004908
POL-12639,MEMBER-000173
POL-12639,MEMBER-004144
POL-12639,MEMBER-002296
POL-12639,MEMBER-003001
POL-12639,MEMBER-003431
POL-10475,MEMBER-001776
POL-10475,MEMBER-004324
POL-10475,MEMBER-000190
POL-10475,MEMBER-002746
POL-12633,MEMBER-005804
POL-12633,MEMBER-006184
POL-12633,MEMBER-005469
POL-12633,MEMBER-000829
POL-12633,MEMBER-001449
POL-19247,MEMBER-006226
POL-19247,MEMBER-001506
POL-17592,MEMBER-005383
POL-17592,MEMBER-004163
POL-17592,MEMBER-002566
POL-17592,MEMBER-006877
POL-16559,MEMBER-002797
POL-16559,MEMBER-004484
POL-16559,MEMBER-002294
POL-19633,MEMBER-006293
POL-19633,MEMBER-004222
POL-19633,MEMBER-000014
POL-19633,MEMBER-002655
POL-14762,MEMBER-005896
POL-14762,MEMBER-006519
POL-14762,MEMBER-004016
POL-14762,MEMBER-003113
POL-11131,MEMBER-000617
POL-11131,MEMBER-005830
POL-11131,MEMBER-003978
POL-11131,MEMBER-001403
POL-11131,MEMBER-003844
POL-16083,MEMBER-000968
POL-16083,MEMBER-005354
POL-16083,MEMBER-005673
POL-16083,MEMBER-001097
POL-16083,MEMBER-005420
POL-13596,MEMBER-000768
POL-13596,MEMBER-004390
POL-13596,MEMBER-004535
POL-15757,MEMBER-000660
POL-14585,MEMBER-001280
POL-14585,MEMBER-006810
POL-10975,MEMBER-005037
POL-10975,MEMBER-006103
POL-10975,MEMBER-001641
POL-10975,MEMBER-005083
POL-10975,MEMBER-005362
POL-10020,MEMBER-000211
POL-10020,MEMBER-001947
POL-10020,MEMBER-000099
POL-10337,MEMBER-002916
POL-10337,MEMBER-001370
POL-10337,MEMBER-006543
POL-15538,MEMBER-004285
POL-15538,MEMBER-003169
POL-14961,MEMBER-004738
POL-14961,MEMBER-003930
POL-10061,MEMBER-003451
POL-10061,MEMBER-002673
POL-10061,MEMBER-003356
POL-10061,MEMBER-006107
POL-10061,MEMBER-006139
POL-10616,MEMBER-001605
POL-10616,MEMBER-000524
POL-17489,MEMBER-003846
POL-17489,MEMBER-001920
POL-16493,MEMBER-002633
POL-15003,MEMBER-002153
POL-15003,MEMBER-000418
POL-16688,MEMBER-003929
POL-16688,MEMBER-004525
POL-16688,MEMBER-003898
POL-16688,MEMBER-001851
POL-19204,MEMBER-005285
POL-10160,MEMBER-004815
POL-10160,MEMBER-004233
POL-16086,MEMBER-006234
POL-16086,MEMBER-006722
POL-16086,MEMBER-000080
POL-16086,MEMBER-005231
POL-19264,MEMBER-005260
POL-19264,MEMBER-006689
POL-19264,MEMBER-005270
POL-19264,MEMBER-003273
POL-19264,MEMBER-004535
POL-11766,MEMBER-005402
POL-11766,MEMBER-004835
POL-11766,MEMBER-000019
POL-18853,MEMBER-004804
POL-18853,MEMBER-000100
POL-18853,MEMBER-000595
POL-19174,MEMBER-005720
POL-19174,MEMBER-002933
POL-19174,MEMBER-000973
POL-15758,MEMBER-003940
POL-15758,MEMBER-000730
POL-15758,MEMBER-000760
POL-19577,MEMBER-005341
POL-19577,MEMBER-002057
POL-19577,MEMBER-006756
POL-19577,MEMBER-000614
POL-18489,MEMBER-000207
POL-11113,MEMBER-003635
POL-11113,MEMBER-004999
POL-11113,MEMBER-001449
POL-11113,MEMBER-003229
POL-11113,MEMBER-000403
POL-12111,MEMBER-006590
POL-12111,MEMBER-004172
POL-12111,MEMBER-004761
POL-12111,MEMBER-002612
POL-10413,MEMBER-000044
POL-10413,MEMBER-005536
POL-10413,MEMBER-005532
POL-10413,MEMBER-003064
POL-16766,MEMBER-002074
POL-16766,MEMBER-000353
POL-19360,MEMBER-000939
POL-19360,MEMBER-003909
POL-11401,MEMBER-006306
POL-11401,MEMBER-002648
POL-11401,MEMBER-004194
POL-11401,MEMBER-004110
POL-11401,MEMBER-003861
POL-18209,MEMBER-005880
POL-19077,MEMBER-005511
POL-19077,MEMBER-005378
POL-19077,MEMBER-000596
POL-19077,MEMBER-005239
POL-19077,MEMBER-002947
POL-15649,MEMBER-003023
POL-15649,MEMBER-006473
POL-18077,MEMBER-006808
POL-17960,MEMBER-005185
POL-17960,MEMBER-000762
POL-17960,MEMBER-002036
POL-14570,MEMBER-004884
POL-14570,MEMBER-003022
POL-14570,MEMBER-003261
POL-14570,MEMBER-004847
POL-18478,MEMBER-004046
POL-18478,MEMBER-001377
POL-15075,MEMBER-003741
POL-14951,MEMBER-004375
POL-14951,MEMBER-004845
POL-14951,MEMBER-001174
POL-14951,MEMBER-001601
POL-16697,MEMBER-006943
POL-16697,MEMBER-003824
POL-16697,MEMBER-004249
POL-11260,MEMBER-001509
POL-11260,MEMBER-003990
POL-11260,MEMBER-005505
POL-19867,MEMBER-006771
POL-19867,MEMBER-004827
POL-19867,MEMBER-003268
POL-19867,MEMBER-004908
POL-19867,MEMBER-002020
POL-18287,MEMBER-002736
POL-18287,MEMBER-006991
POL-15093,MEMBER-004845
POL-11935,MEMBER-002157
POL-11935,MEMBER-006756
POL-19604,MEMBER-005901
POL-18561,MEMBER-006393
POL-18561,MEMBER-006080
POL-15363,MEMBER-005260
POL-15363,MEMBER-001303
POL-15363,MEMBER-005816
POL-15633,MEMBER-004416
POL-15633,MEMBER-004319
POL-15633,MEMBER-002111
POL-12528,MEMBER-004563
POL-12528,MEMBER-006206
POL-12528,MEMBER-006564
POL-12528,MEMBER-000189
POL-12528,MEMBER-000214
POL-19028,MEMBER-002158
POL-19028,MEMBER-005191
POL-19028,MEMBER-002725
POL-16864,MEMBER-004897
POL-16864,MEMBER-006491
POL-12622,MEMBER-006614
POL-12622,MEMBER-004468
POL-11116,MEMBER-000964
POL-10281,MEMBER-000132
POL-10281,MEMBER-006064
POL-10281,MEMBER-006895
POL-10281,MEMBER-004847
POL-10281,MEMBER-000295
POL-13432,MEMBER-001878
POL-13432,MEMBER-001329
POL-13432,MEMBER-002675
POL-18612,MEMBER-006581
POL-18612,MEMBER-002668
POL-18612,MEMBER-000348
POL-18612,MEMBER-003485
POL-12854,MEMBER-005002
POL-17123,MEMBER-001627
POL-17123,MEMBER-000712
POL-13646,MEMBER-006272
POL-13646,MEMBER-001852
POL-13646,MEMBER-005426
POL-13646,MEMBER-006343
POL-13646,MEMBER-000215
POL-15341,MEMBER-003008
POL-15341,MEMBER-004035
POL-15341,MEMBER-000024
POL-15341,MEMBER-000988
POL-15341,MEMBER-005438
POL-19039,MEMBER-003037
POL-19894,MEMBER-005555
POL-14376,MEMBER-001659
POL-14376,MEMBER-000086
POL-14376,MEMBER-001263
POL-14376,MEMBER-000050
POL-11607,MEMBER-000281
POL-11607,MEMBER-002900
POL-11607,MEMBER-004081
POL-11607,MEMBER-004971
POL-11607,MEMBER-001086
POL-14681,MEMBER-005155
POL-14681,MEMBER-004432
POL-14681,MEMBER-003405
POL-16944,MEMBER-001942
POL-16944,MEMBER-003735
POL-15640,MEMBER-005492
POL-15640,MEMBER-006957
POL-15640,MEMBER-005789
POL-15640,MEMBER-002328
POL-18518,MEMBER-000005
POL-18518,MEMBER-006514
POL-18518,MEMBER-000081
POL-18518,MEMBER-006472
POL-17551,MEMBER-006450
POL-14568,MEMBER-006659
POL-14568,MEMBER-003340
POL-14568,MEMBER-005797
POL-14568,MEMBER-006661
POL-19235,MEMBER-003032
POL-16675,MEMBER-002622
POL-16675,MEMBER-005685
POL-17196,MEMBER-001735
POL-17196,MEMBER-005658
POL-17196,MEMBER-003009
POL-17196,MEMBER-001304
POL-15319,MEMBER-004982
POL-15319,MEMBER-005845
POL-15319,MEMBER-004632
POL-11547,MEMBER-005453
POL-11547,MEMBER-001590
POL-11547,MEMBER-006157
POL-14979,MEMBER-006805
POL-11428,MEMBER-003621
POL-11428,MEMBER-004087
POL-11428,MEMBER-002883
POL-11428,MEMBER-003580
POL-11428,MEMBER-005351
POL-13990,MEMBER-001924
POL-13990,MEMBER-005336
POL-13990,MEMBER-004274
POL-13990,MEMBER-005195
POL-13990,MEMBER-001160
POL-14369,MEMBER-002682
POL-12398,MEMBER-003437
POL-12398,MEMBER-002838
POL-14853,MEMBER-001961
POL-14853,MEMBER-003390
POL-14853,MEMBER-001437
POL-12496,MEMBER-000310
POL-12496,MEMBER-000072
POL-18225,MEMBER-004660
POL-18225,MEMBER-001935
POL-18225,MEMBER-004049
POL-19475,MEMBER-004973
POL-11542,MEMBER-003973
POL-11542,MEMBER-006632
POL-13405,MEMBER-003986
POL-12201,MEMBER-005955
POL-12201,MEMBER-000068
POL-12201,MEMBER-004512
POL-12201,MEMBER-001591
POL-12201,MEMBER-003572
POL-16481,MEMBER-004944
POL-16481,MEMBER-006258
POL-16481,MEMBER-001914
POL-14110,MEMBER-005310
POL-14110,MEMBER-002079
POL-14110,MEMBER-003570
POL-14110,MEMBER-002168
POL-14110,MEMBER-002574
POL-17586,MEMBER-001241
POL-17586,MEMBER-004595
POL-17586,MEMBER-006225
POL-16490,MEMBER-004835
POL-11388,MEMBER-004680
POL-11388,MEMBER-002143
POL-10790,MEMBER-000410
POL-14755,MEMBER-003082
POL-17085,MEMBER-003076
POL-13678,MEMBER-001149
POL-18685,MEMBER-002766
POL-18685,MEMBER-000501
POL-10422,MEMBER-006964
POL-10422,MEMBER-006833
POL-10422,MEMBER-000719
POL-10422,MEMBER-000975
POL-18218,MEMBER-000148
POL-18218,MEMBER-000741
POL-18218,MEMBER-004598
POL-11047,MEMBER-001605
POL-11047,MEMBER-001996
POL-16689,MEMBER-000603
POL-16689,MEMBER-006462
POL-16689,MEMBER-002843
POL-14953,MEMBER-003697
POL-14953,MEMBER-003246
POL-10453,MEMBER-000860
POL-10453,MEMBER-003588
POL-10453,MEMBER-005866
POL-10453,MEMBER-005232
POL-19987,MEMBER-003847
POL-19987,MEMBER-004496
POL-19987,MEMBER-002942
POL-19987,MEMBER-006490
POL-19987,MEMBER-005749
POL-14471,MEMBER-004546
POL-14471,MEMBER-003029
POL-14471,MEMBER-006993
POL-18402,MEMBER-000697
POL-18402,MEMBER-004100
POL-18402,MEMBER-003427
POL-18402,MEMBER-004405
POL-18402,MEMBER-005679
POL-17095,MEMBER-005584
POL-14662,MEMBER-001652
POL-14662,MEMBER-000042
POL-14662,MEMBER-001010
POL-14662,MEMBER-003548
POL-19873,MEMBER-001640
POL-19873,MEMBER-002153
POL-19873,MEMBER-003017
POL-19873,MEMBER-001568
POL-10378,MEMBER-006625
POL-10378,MEMBER-003599
POL-10378,MEMBER-002617
POL-10378,MEMBER-000605
POL-10378,MEMBER-006043
POL-13536,MEMBER-000347
POL-13536,MEMBER-002017
POL-13536,MEMBER-005706
POL-13536,MEMBER-006655
POL-13536,MEMBER-005595
POL-13032,MEMBER-002950
POL-13032,MEMBER-001209
POL-13032,MEMBER-004289
POL-13032,MEMBER-002920
POL-16774,MEMBER-006142
POL-15863,MEMBER-001802
POL-11259,MEMBER-002902
POL-16892,MEMBER-002404
POL-16892,MEMBER-003154
POL-16892,MEMBER-000078
POL-10075,MEMBER-002163
POL-11591,MEMBER-000014
POL-11591,MEMBER-001089
POL-11591,MEMBER-005977
POL-11591,MEMBER-002957
POL-11591,MEMBER-002005
POL-16609,MEMBER-000569
POL-17720,MEMBER-000953
POL-17720,MEMBER-000409
POL-12396,MEMBER-002256
POL-11288,MEMBER-006839
POL-11288,MEMBER-001571
POL-11288,MEMBER-001320
POL-11288,MEMBER-004252
POL-19238,MEMBER-002306
POL-19238,MEMBER-006658
POL-11722,MEMBER-003831
POL-14294,MEMBER-004827
POL-14294,MEMBER-003786
POL-14294,MEMBER-000998
POL-11673,MEMBER-005605
POL-11673,MEMBER-006440
POL-11673,MEMBER-006232
POL-11673,MEMBER-002337
POL-11673,MEMBER-005740
POL-13869,MEMBER-001700
POL-13869,MEMBER-002121
POL-13869,MEMBER-002466
POL-16404,MEMBER-000582
POL-16404,MEMBER-005874
POL-16404,MEMBER-001758
POL-16404,MEMBER-001127
POL-16404,MEMBER-002012
POL-14286,MEMBER-001634
POL-19298,MEMBER-001956
POL-19298,MEMBER-004994
POL-19197,MEMBER-001011
POL-19197,MEMBER-006108
POL-19197,MEMBER-001639
POL-19197,MEMBER-003518
POL-16563,MEMBER-003690
POL-16563,MEMBER-000654
POL-16563,MEMBER-005065
POL-16563,MEMBER-003733
POL-15781,MEMBER-005985
POL-15781,MEMBER-004716
POL-11085,MEMBER-002632
POL-11085,MEMBER-006075
POL-11085,MEMBER-004643
POL-11085,MEMBER-004502
POL-17730,MEMBER-003928
POL-17730,MEMBER-001615
POL-17730,MEMBER-003410
POL-17730,MEMBER-002121
POL-17730,MEMBER-001795
POL-15641,MEMBER-005152
POL-15641,MEMBER-002812
POL-10768,MEMBER-000152
POL-10768,MEMBER-006679
POL-10768,MEMBER-006118
POL-10768,MEMBER-005846
POL-14945,MEMBER-003312
POL-14945,MEMBER-004121
POL-14945,MEMBER-002165
POL-14945,MEMBER-005176
POL-15685,MEMBER-002381
POL-15685,MEMBER-003058
POL-15685,MEMBER-000841
POL-15685,MEMBER-002389
POL-15685,MEMBER-001160
POL-19840,MEMBER-000304
POL-19840,MEMBER-001997
POL-19840,MEMBER-003635
POL-19840,MEMBER-001415
POL-19840,MEMBER-005827
POL-18893,MEMBER-000789
POL-18893,MEMBER-005976
POL-18893,MEMBER-000225
POL-18893,MEMBER-002303
POL-12795,MEMBER-003525
POL-12795,MEMBER-000182
POL-12795,MEMBER-001457
POL-12795,MEMBER-002462
POL-11437,MEMBER-005068
POL-13243,MEMBER-005618
POL-13243,MEMBER-002153
POL-13243,MEMBER-005071
POL-13243,MEMBER-002417
POL-18380,MEMBER-001089
POL-18965,MEMBER-006790
POL-18965,MEMBER-004624
POL-18965,MEMBER-002590
POL-18965,MEMBER-001773
POL-10044,MEMBER-000075
POL-10044,MEMBER-002073
POL-10044,MEMBER-000460
POL-11284,MEMBER-004902
POL-11284,MEMBER-003837
POL-11284,MEMBER-005196
POL-11284,MEMBER-001397
POL-11808,MEMBER-002870
POL-11808,MEMBER-000114
POL-11808,MEMBER-006185
POL-13693,MEMBER-003763
POL-13693,MEMBER-004250
POL-12810,MEMBER-001961
POL-12810,MEMBER-002965
POL-12810,MEMBER-004246
POL-12810,MEMBER-001249
POL-18448,MEMBER-000740
POL-18358,MEMBER-003765
POL-18358,MEMBER-000524
POL-17104,MEMBER-006527
POL-11208,MEMBER-005419
POL-11208,MEMBER-003695
POL-10384,MEMBER-004753
POL-10384,MEMBER-003683
POL-10384,MEMBER-000321
POL-10384,MEMBER-005270
POL-13723,MEMBER-005339
POL-18967,MEMBER-003170
POL-18967,MEMBER-003786
POL-18967,MEMBER-004812
POL-13949,MEMBER-006360
POL-13949,MEMBER-006051
POL-13949,MEMBER-006801
POL-13949,MEMBER-005198
POL-16871,MEMBER-003097
POL-16871,MEMBER-004313
POL-16871,MEMBER-004016
POL-16871,MEMBER-005460
POL-16871,MEMBER-006458
POL-14306,MEMBER-002222
POL-14306,MEMBER-001592
POL-14306,MEMBER-006169
POL-14306,MEMBER-003563
POL-14661,MEMBER-003240
POL-14661,MEMBER-005844
POL-14661,MEMBER-004007
POL-19954,MEMBER-004395
POL-19954,MEMBER-006034
POL-14474,MEMBER-002676
POL-14474,MEMBER-002191
POL-14474,MEMBER-003009
POL-17018,MEMBER-005361
POL-17018,MEMBER-000994
POL-17018,MEMBER-000718
POL-17018,MEMBER-001621
POL-16447,MEMBER-001836
POL-16447,MEMBER-005990
POL-16447,MEMBER-004403
POL-16447,MEMBER-003942
POL-18535,MEMBER-006697
POL-18535,MEMBER-002589
POL-18535,MEMBER-002493
POL-19123,MEMBER-006693
POL-19123,MEMBER-003934
POL-19123,MEMBER-000966
POL-18732,MEMBER-005605
POL-16408,MEMBER-006236
POL-16408,MEMBER-006096
POL-11395,MEMBER-000826
POL-11395,MEMBER-002294
POL-11395,MEMBER-002997
POL-11395,MEMBER-001790
POL-11395,MEMBER-005012
POL-18468,MEMBER-002058
POL-18468,MEMBER-001769
POL-12338,MEMBER-000458
POL-12338,MEMBER-001992
POL-13776,MEMBER-002996
POL-17926,MEMBER-004298
POL-17926,MEMBER-005247
POL-17425,MEMBER-000218
POL-19931,MEMBER-001146
POL-19931,MEMBER-003666
POL-19931,MEMBER-006254
POL-16043,MEMBER-001652
POL-16043,MEMBER-001302
POL-16043,MEMBER-004090
POL-12962,MEMBER-004663
POL-12962,MEMBER-001333
POL-12962,MEMBER-005958
POL-12962,MEMBER-005674
POL-12962,MEMBER-005805
POL-15030,MEMBER-006140
POL-15030,MEMBER-005469
POL-15030,MEMBER-000066
POL-15030,MEMBER-002567
POL-10146,MEMBER-002548
POL-10146,MEMBER-002700
POL-12588,MEMBER-003856
POL-12588,MEMBER-001423
POL-12588,MEMBER-000513
POL-14077,MEMBER-001096
POL-14077,MEMBER-004540
POL-14077,MEMBER-005104
POL-14077,MEMBER-001689
POL-14077,MEMBER-002011
POL-10204,MEMBER-006979
POL-10204,MEMBER-000940
POL-10204,MEMBER-000661
POL-10204,MEMBER-001811
POL-10204,MEMBER-003317
POL-19917,MEMBER-003152
POL-19917,MEMBER-004532
POL-19917,MEMBER-006339
POL-19917,MEMBER-000895
POL-11616,MEMBER-001567
POL-11616,MEMBER-001922
POL-11616,MEMBER-005069
POL-11616,MEMBER-004829
POL-13590,MEMBER-000654
POL-13590,MEMBER-003318
POL-16905,MEMBER-001481
POL-16905,MEMBER-006840
POL-17701,MEMBER-001897
POL-17701,MEMBER-000605
POL-17701,MEMBER-002263
POL-17701,MEMBER-006851
POL-17416,MEMBER-003669
POL-17416,MEMBER-002278
POL-14714,MEMBER-003276
POL-14714,MEMBER-000943
POL-14714,MEMBER-002362
POL-14714,MEMBER-005446
POL-14714,MEMBER-006886
POL-12888,MEMBER-000985
POL-12888,MEMBER-001220
POL-12888,MEMBER-002428
POL-12888,MEMBER-005847
POL-12888,MEMBER-004545
POL-17403,MEMBER-002755
POL-11794,MEMBER-003710
POL-11794,MEMBER-002854
POL-11794,MEMBER-001602
POL-11794,MEMBER-002366
POL-11794,MEMBER-005122
POL-18903,MEMBER-003481
POL-18903,MEMBER-001500
POL-18903,MEMBER-002969
POL-14499,MEMBER-001327
POL-14499,MEMBER-006174
POL-14499,MEMBER-004730
POL-18947,MEMBER-005951
POL-18947,MEMBER-000778
POL-18947,MEMBER-001620
POL-18947,MEMBER-002188
POL-18947,MEMBER-006993
POL-14774,MEMBER-004153
POL-14774,MEMBER-003788
POL-13231,MEMBER-002028
POL-16329,MEMBER-003275
POL-16329,MEMBER-001146
POL-13193,MEMBER-005786
POL-19013,MEMBER-005541
POL-19013,MEMBER-002164
POL-19013,MEMBER-005915
POL-17848,MEMBER-002880
POL-15736,MEMBER-004664
POL-15736,MEMBER-004714
POL-13477,MEMBER-004325
POL-13477,MEMBER-000958
POL-13477,MEMBER-005722
POL-13477,MEMBER-002619
POL-13477,MEMBER-006032
POL-16928,MEMBER-001851
POL-16928,MEMBER-000534
POL-16928,MEMBER-005736
POL-16928,MEMBER-004747
POL-16928,MEMBER-004445
POL-12813,MEMBER-006187
POL-14210,MEMBER-006333
POL-13928,MEMBER-006921
POL-13928,MEMBER-005460
POL-13928,MEMBER-001247
POL-16316,MEMBER-006202
POL-16316,MEMBER-003854
POL-16316,MEMBER-003247
POL-16316,MEMBER-004758
POL-16316,MEMBER-002828
POL-13525,MEMBER-001077
POL-13525,MEMBER-002477
POL-13525,MEMBER-003723
POL-13525,MEMBER-002848
POL-13525,MEMBER-003209
POL-16186,MEMBER-006417
POL-16186,MEMBER-006253
POL-16186,MEMBER-002363
POL-13957,MEMBER-004457
POL-13957,MEMBER-000297
POL-13957,MEMBER-000530
POL-13957,MEMBER-000173
POL-14208,MEMBER-004356
POL-16114,MEMBER-004012
POL-16114,MEMBER-000371
POL-16114,MEMBER-004639
POL-17856,MEMBER-004956
POL-17856,MEMBER-005405
POL-17856,MEMBER-001127
POL-15290,MEMBER-005478
POL-15290,MEMBER-004383
POL-15290,MEMBER-003545
POL-15581,MEMBER-001274
POL-15581,MEMBER-006035
POL-15581,MEMBER-005176
POL-12341,MEMBER-001800
POL-12341,MEMBER-001117
POL-12341,MEMBER-002031
POL-16437,MEMBER-005741
POL-16437,MEMBER-006871
POL-16437,MEMBER-006759
POL-16437,MEMBER-001216
POL-15945,MEMBER-005615
POL-15945,MEMBER-001468
POL-15945,MEMBER-000549
POL-15945,MEMBER-003952
POL-15945,MEMBER-004995
POL-13543,MEMBER-005795
POL-13543,MEMBER-006601
POL-13543,MEMBER-005733
POL-13543,MEMBER-003016
POL-16016,MEMBER-006572
POL-16016,MEMBER-000848
POL-16016,MEMBER-006569
POL-14572,MEMBER-003353
POL-14572,MEMBER-002869
POL-14572,MEMBER-002124
POL-14572,MEMBER-001418
POL-14572,MEMBER-006024
POL-15212,MEMBER-000426
POL-15212,MEMBER-002459
POL-15212,MEMBER-006188
POL-15212,MEMBER-006446
POL-19058,MEMBER-000825
POL-19058,MEMBER-000673
POL-19058,MEMBER-004188
POL-19058,MEMBER-006950
POL-19058,MEMBER-003244
POL-11387,MEMBER-001301
POL-11387,MEMBER-003269
POL-11387,MEMBER-004084
POL-11387,MEMBER-001809
POL-11387,MEMBER-003632
POL-17296,MEMBER-001311
POL-17296,MEMBER-001738
POL-17296,MEMBER-002407
POL-17296,MEMBER-000349
POL-12252,MEMBER-000471
POL-10428,MEMBER-001710
POL-10428,MEMBER-001648
POL-16052,MEMBER-000565
POL-16052,MEMBER-002736
POL-16052,MEMBER-004262
POL-16052,MEMBER-002899
POL-17600,MEMBER-001817
POL-17600,MEMBER-005255
POL-14091,MEMBER-001493
POL-14091,MEMBER-000987
POL-14091,MEMBER-006881
POL-14091,MEMBER-004212
POL-12992,MEMBER-001499
POL-12992,MEMBER-001597
POL-17719,MEMBER-000455
POL-17719,MEMBER-001359
POL-17719,MEMBER-006175
POL-17719,MEMBER-006042
POL-17719,MEMBER-003222
POL-13041,MEMBER-000374
POL-13041,MEMBER-004806
POL-13041,MEMBER-005554
POL-13041,MEMBER-001632
POL-15504,MEMBER-002250
POL-17240,MEMBER-003250
POL-17240,MEMBER-000468
POL-17240,MEMBER-003781
POL-17240,MEMBER-004027
POL-17240,MEMBER-004288
POL-18289,MEMBER-000483
POL-18289,MEMBER-001088
POL-17338,MEMBER-005455
POL-16326,MEMBER-003756
POL-11146,MEMBER-000195
POL-11646,MEMBER-000861
POL-11646,MEMBER-004131
POL-11646,MEMBER-005303
POL-11646,MEMBER-000639
POL-11646,MEMBER-002778
POL-12355,MEMBER-001604
POL-12355,MEMBER-000770
POL-12355,MEMBER-004545
POL-12355,MEMBER-002951
POL-12355,MEMBER-004593
POL-15271,MEMBER-001249
POL-15271,MEMBER-000346
POL-15271,MEMBER-002864
POL-15271,MEMBER-003164
POL-15271,MEMBER-005289
POL-12929,MEMBER-005367
POL-12929,MEMBER-004918
POL-12929,MEMBER-006905
POL-12929,MEMBER-001676
POL-12205,MEMBER-006682
POL-19882,MEMBER-004721
POL-19882,MEMBER-005105
POL-19882,MEMBER-005556
POL-10877,MEMBER-003703
POL-10877,MEMBER-004414
POL-10877,MEMBER-004724
POL-10877,MEMBER-002211
POL-19903,MEMBER-001804
POL-10689,MEMBER-003830
POL-10689,MEMBER-005298
POL-10689,MEMBER-004323
POL-13914,MEMBER-001044
POL-16136,MEMBER-001591
POL-16136,MEMBER-004425
POL-16136,MEMBER-004270
POL-15701,MEMBER-006307
POL-18564,MEMBER-003354
POL-18564,MEMBER-000785
POL-14958,MEMBER-006138
POL-14958,MEMBER-005474
POL-19434,MEMBER-004070
POL-19434,MEMBER-003093
POL-19434,MEMBER-006208
POL-19434,MEMBER-000319
POL-15855,MEMBER-003745
POL-15855,MEMBER-005437
POL-15855,MEMBER-000887
POL-15855,MEMBER-000271
POL-15855,MEMBER-005948
POL-16289,MEMBER-000247
POL-16289,MEMBER-001245
POL-16289,MEMBER-003437
POL-16289,MEMBER-003616
POL-16289,MEMBER-006957
POL-12108,MEMBER-002714
POL-12108,MEMBER-004288
POL-12108,MEMBER-006533
POL-16679,MEMBER-003862
POL-16679,MEMBER-005669
POL-16679,MEMBER-006010
POL-18868,MEMBER-004887
POL-18868,MEMBER-003168
POL-16636,MEMBER-000414
POL-16636,MEMBER-006159
POL-16636,MEMBER-005959
POL-16636,MEMBER-006873
POL-14295,MEMBER-002347
POL-17012,MEMBER-005880
POL-17012,MEMBER-000940
POL-17012,MEMBER-006787
POL-17012,MEMBER-005756
POL-12196,MEMBER-001829
POL-12196,MEMBER-001823
POL-12196,MEMBER-002349
POL-12196,MEMBER-006234
POL-15845,MEMBER-003812
POL-15845,MEMBER-003635
POL-18679,MEMBER-002857
POL-18679,MEMBER-002228
POL-18679,MEMBER-001146
POL-17891,MEMBER-002846
POL-17891,MEMBER-000286
POL-17891,MEMBER-004432
POL-17891,MEMBER-004995
POL-17891,MEMBER-002181
POL-17896,MEMBER-001242
POL-14469,MEMBER-004046
POL-14469,MEMBER-005989
POL-14469,MEMBER-000874
POL-13511,MEMBER-003667
POL-13511,MEMBER-005546
POL-17350,MEMBER-004747
POL-17350,MEMBER-000769
POL-17350,MEMBER-006369
POL-17350,MEMBER-005225
POL-17350,MEMBER-001242
POL-17032,MEMBER-004246
POL-17032,MEMBER-004782
